Date,Hub,Region,OrderCount,NumberOfPieces,TotalRevenue,Holiday_Indicator_Encoded,Festival_Name_Encoded,Season_Encoded,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Quarter,OrderCount_lag_1,OrderCount_lag_7,OrderCount_lag_14,OrderCount_rolling_mean_7,OrderCount_rolling_std_7
27-01-2021,Mumbai_Hub,West,263,-0.210916559,-0.703198607,0,2,3,2021,1,27,2,4,0,1,2.3720636453252055,0.27376065548964906,-0.163495998,0.9286755090507947,0.8798186584918812
27-01-2021,Hyderabad_Hub,South,293,0.011194100606919026,0.5847524620009061,0,2,3,2021,1,27,2,4,0,1,1.6932191571165356,0.020602687777237103,-0.102848834,0.3498795513516173,0.20860507241022477
27-01-2021,Chennai_Hub,South,268,-0.00697859,-0.436462937,0,2,3,2021,1,27,2,4,0,1,1.7590772044800633,0.26869749613540084,0.3974902711319616,0.7831858147657552,1.0333441364723674
27-01-2021,Delhi_Hub,North,357,0.24037191740067354,0.38158871899927466,0,2,3,2021,1,27,2,4,0,1,1.8502652700603324,0.3800870019288621,-0.32522177,0.8369537452624005,0.2540017635900541
27-01-2021,Bengaluru_Hub,South,246,-0.212935747,-0.031545514,0,2,3,2021,1,27,2,4,0,1,1.3284668947954592,0.41552911740859977,-0.32522177,0.5965794677479879,0.6822630072516359
27-01-2021,Kolkata_Hub,East,289,-0.056448691,-0.031137797,0,2,3,2021,1,27,2,4,0,1,1.303136876578718,0.7496976347889835,-0.067471322,0.7056967384617671,0.05340823838605862
28-01-2021,Chennai_Hub,South,371,0.4301755718377918,0.1503689959480333,0,2,3,2021,1,28,3,4,0,1,-0.100146133,-0.181923686,0.20544091762771413,0.6677429051700181,1.072887027152192
28-01-2021,Bengaluru_Hub,South,367,0.3100338969547223,0.5865281140347669,0,2,3,2021,1,28,3,4,0,1,-0.211598213,-0.212302643,0.3368431068674624,0.40048466240728287,0.7197665473293835
28-01-2021,Kolkata_Hub,East,333,0.24239110521383436,0.36821394811645985,0,2,3,2021,1,28,3,4,0,1,0.006239943881557417,0.05098164390272654,-0.107902764,0.4732295095498023,0.006338168543834441
28-01-2021,Delhi_Hub,North,328,0.22219922708222603,0.4628125728743442,0,2,3,2021,1,28,3,4,0,1,0.3507281916292407,0.09148691873671246,0.3520048979335872,0.8274652869394629,0.2542516868028741
28-01-2021,Hyderabad_Hub,South,259,-0.095822853,0.3904965168762615,0,2,3,2021,1,28,3,4,0,1,0.02650395845495055,-0.030028906,-0.112956695,0.35146096107210645,0.20822469649475717
28-01-2021,Mumbai_Hub,West,316,0.06874095328200276,-0.31762935,0,2,3,2021,1,28,3,4,0,1,-0.125476151,0.0712342813197195,0.14984768371858984,0.8037441411321198,0.9376038481753982
29-01-2021,Bengaluru_Hub,South,247,-0.279568944,0.26497965977202514,0,2,3,2021,1,29,4,4,0,1,0.4013882280627235,0.025665847131485342,0.07403872838796584,0.5918352385865191,0.6812721664434805
29-01-2021,Kolkata_Hub,East,327,0.14950846580843608,-0.136280899,0,2,3,2021,1,29,4,4,0,1,0.22914410418888187,0.19781326517592548,-0.143280277,0.5285788497669367,-0.002940553
29-01-2021,Hyderabad_Hub,South,247,-0.148321737,-0.511727438,0,2,3,2021,1,29,4,4,0,1,-0.145740165,-0.303439511,0.5642699728593344,0.31508853750084675,0.22355596470163003
29-01-2021,Delhi_Hub,North,280,-0.099861229,-0.124303116,0,2,3,2021,1,29,4,4,0,1,0.20381408597214046,0.47122387030533036,0.21049484798308904,0.8622563007902333,0.2398190276382277
29-01-2021,Chennai_Hub,South,291,-0.042314376,-0.195489476,0,2,3,2021,1,29,4,4,0,1,0.4216522426361166,0.015539528422988863,0.5390003210824598,0.8559306619082753,1.0131753430159685
29-01-2021,Mumbai_Hub,West,245,-0.308847168,-0.263271252,0,2,3,2021,1,29,4,4,0,1,0.14302204225196105,0.37502384257461385,0.2458723604707136,0.8258838772189736,0.929212618738743
30-01-2021,Hyderabad_Hub,South,129,-0.794461837,-0.792768073,0,2,3,2021,1,30,5,4,1,1,-0.206532209,-0.840134402,-0.744697989,0.3451353221901484,0.2021343805861032
30-01-2021,Mumbai_Hub,West,112,-0.873210162,-0.824079012,0,2,3,2021,1,30,5,4,1,1,-0.216664216,-0.911018633,-0.775021571,0.6408589399216955,0.9963426158577672
30-01-2021,Chennai_Hub,South,135,-0.827778436,-0.750174699,0,2,3,2021,1,30,5,4,1,1,0.016371951168253983,-0.956587068,-0.764913711,0.8559306619082753,1.0131753430159685
30-01-2021,Delhi_Hub,North,142,-0.756097268,-0.656104363,0,2,3,2021,1,30,5,4,1,1,-0.039354089,-0.738871215,-0.891261969,0.702533919020788,0.2790192236529776
30-01-2021,Kolkata_Hub,East,156,-0.645041939,-0.790981768,0,2,3,2021,1,30,5,4,1,1,0.19874808232879218,-0.824944924,-0.653727243,0.5285788497669367,-0.002940553
30-01-2021,Bengaluru_Hub,South,149,-0.667253005,-0.883915144,0,2,3,2021,1,30,5,4,1,1,-0.206532209,-0.926208111,-0.800291223,0.5190903914439997,0.719339401784311
31-01-2021,Bengaluru_Hub,South,152,-0.728838233,-0.881293552,0,2,3,2021,1,31,6,4,1,1,-0.703000566,-0.845197562,-0.689104755,0.58867241914554,0.605230262897456
31-01-2021,Chennai_Hub,South,154,-0.716723106,-0.692712236,0,2,3,2021,1,31,6,4,1,1,-0.773924617,-0.713555419,-0.764913711,0.912861411845899,0.9107521412811993
31-01-2021,Delhi_Hub,North,114,-0.847970314,-0.616713651,0,2,3,2021,1,31,6,4,1,1,-0.738462592,-0.769250171,-0.865992318,0.702533919020788,0.2790192236529776
31-01-2021,Kolkata_Hub,East,112,-0.930757014,-0.982006966,0,2,3,2021,1,31,6,4,1,1,-0.667538541,-0.743934375,-0.891261969,0.5776025511021131,-0.096876195
31-01-2021,Hyderabad_Hub,South,127,-0.797490619,-0.532413033,0,2,3,2021,1,31,6,4,1,1,-0.804320639,-0.718618578,-0.729536198,0.35620519023357533,0.18290493954899809
31-01-2021,Mumbai_Hub,West,122,-0.783356304,-0.912700367,0,2,3,2021,1,31,6,4,1,1,-0.890442701,-0.759123853,-0.972124855,0.6471845788036535,0.9857099254541578
01-02-2021,Bengaluru_Hub,South,607,1.7416380564857525,2.25339761275472,0,2,3,2021,2,1,0,5,0,1,-0.687802555,2.1218138197902565,1.4941931582483223,0.6376961204807164,0.5242031959718352
01-02-2021,Hyderabad_Hub,South,612,1.5841414070592077,1.5692026156767578,0,2,3,2021,2,1,0,5,0,1,-0.814452646,1.2965188450477934,1.2970898743886998,0.32615840554427367,0.23167703585039146
01-02-2021,Delhi_Hub,North,649,1.7779834371226477,1.8880161687430863,0,2,3,2021,2,1,0,5,0,1,-0.880310694,1.3927188727785098,1.9541008205874413,0.6677429051700181,0.3464138377788271
01-02-2021,Chennai_Hub,South,744,2.397874095763023,1.53023221052673,0,2,3,2021,2,1,0,5,0,1,-0.677670548,2.3142138752516894,1.6104335564219459,0.9239312798893258,0.8929779163487311
01-02-2021,Mumbai_Hub,West,656,1.9657679037466051,2.8621746103033976,0,2,3,2021,2,1,0,5,0,1,-0.839782665,1.5496768127602054,1.2313887797688257,0.6218820232758208,1.0243433490491958
01-02-2021,Kolkata_Hub,East,654,1.7668779041502631,1.0935443190500385,0,2,3,2021,2,1,0,5,0,1,-0.890442701,1.5243610159889642,1.9136693777444418,0.5317416692079158,-0.002705256
02-02-2021,Delhi_Hub,North,649,1.7143790210080814,1.3563703577691795,0,2,3,2021,2,2,1,5,0,1,1.8300012554869394,1.8484032146608513,1.8075368402815681,0.8037441411321198,0.6264374435767555
02-02-2021,Hyderabad_Hub,South,598,1.7285133357002072,1.1077166080402345,0,2,3,2021,2,2,1,5,0,1,1.6425591206830528,1.691445274679156,1.595271765355821,0.43369426653756354,0.46622212240775074
02-02-2021,Mumbai_Hub,West,761,2.5230637401789946,2.010160884924549,0,2,3,2021,2,2,1,5,0,1,1.8654632809903773,2.36990862814842,1.822698631347693,0.7199294259461729,1.2114036487950457
02-02-2021,Bengaluru_Hub,South,795,2.551332369563246,1.7988505452996069,0,2,3,2021,2,2,1,5,0,1,1.6172291024663115,1.3268978011732828,1.0747169387522029,0.47955514843176095,0.088886596602294
02-02-2021,Kolkata_Hub,East,798,2.495804704701323,2.042013670972934,0,2,3,2021,2,2,1,5,0,1,1.8553312737036807,1.3015820044020416,0.90793723702483,0.6345333010397375,0.26130487576092737
02-02-2021,Chennai_Hub,South,654,1.7214461783541444,1.666478034665126,0,2,3,2021,2,2,1,5,0,1,2.3112716016050263,1.7572663462843832,1.4284920636284482,0.9223498701688366,0.8886626554879683
03-02-2021,Delhi_Hub,North,338,0.1646523744071423,0.6669592920496159,0,2,3,2021,2,3,2,5,0,1,1.8300012554869394,0.34970804580337267,0.37727454971046187,0.7974185022501612,0.6119535285290993
03-02-2021,Kolkata_Hub,East,395,0.5331541503089943,0.3079608982453342,0,2,3,2021,2,3,2,5,0,1,2.5848357983458334,0.005413209714492385,0.746211465652832,1.0346299603235947,1.202302374466899
03-02-2021,Hyderabad_Hub,South,287,0.0657121715622615,-0.059631032,0,2,3,2021,2,3,2,5,0,1,1.571635069676177,0.025665847131485342,0.018445494478841556,0.39574043324581404,0.3761004421540318
03-02-2021,Mumbai_Hub,West,405,0.554355622347183,0.4241583664639163,0,2,3,2021,2,3,2,5,0,1,2.397393663541947,-0.126228933,0.27114201224758827,0.7278364745486208,1.2329521591751187
03-02-2021,Bengaluru_Hub,South,309,0.17777709519268772,-0.337340201,0,2,3,2021,2,3,2,5,0,1,2.5696377874157887,-0.212302643,0.4126520621980864,0.8670005299517022,1.0856857566597857
03-02-2021,Chennai_Hub,South,417,0.5735379065722109,0.4771373926501055,0,2,3,2021,2,3,2,5,0,1,1.8553312737036807,-0.100913137,0.26608808189221334,0.9523966548581376,0.9479769380012585
04-02-2021,Chennai_Hub,South,281,-0.115005138,-0.353900686,0,2,3,2021,2,4,3,5,0,1,0.6546884102301377,0.420592276762848,-0.18371172,1.188026703211082,0.8760338960089389
04-02-2021,Bengaluru_Hub,South,367,0.39584937901405765,0.9513982167462216,0,2,3,2021,2,4,3,5,0,1,0.10756001674852307,0.40033963934585504,-0.214035302,0.9666293423425442,1.0206273978474818
04-02-2021,Hyderabad_Hub,South,315,0.09902877047941525,0.9048288731267682,0,2,3,2021,2,4,3,5,0,1,-0.003892063,-0.146481571,-0.032093809,0.386251974922877,0.3787580143406437
04-02-2021,Delhi_Hub,North,333,0.15051805971501647,0.27987586471275966,0,2,3,2021,2,4,3,5,0,1,0.2544741224056233,0.2028764245301737,0.08920051945409063,0.7673717175608601,0.6145598228930607
04-02-2021,Kolkata_Hub,East,367,0.3998877546403793,-0.096889218,0,2,3,2021,2,4,3,5,0,1,0.5432363300764754,0.2281922213014149,0.04876907661109116,1.202259390695488,1.1488842508056407
04-02-2021,Mumbai_Hub,West,314,0.1151822729847019,-0.193314339,0,2,3,2021,2,4,3,5,0,1,0.5938963665099583,0.14211851227919484,0.0689847980325909,0.9523966548581376,1.1879562745583638
05-02-2021,Hyderabad_Hub,South,316,0.17171953175320523,0.8205190551361279,0,2,3,2021,2,5,4,5,0,1,0.13795603860861277,-0.207239483,-0.305006048,0.4748109192702921,0.3489126472576806
05-02-2021,Delhi_Hub,North,395,0.6169504445551688,0.19062162814623762,0,2,3,2021,2,5,4,5,0,1,0.22914410418888187,-0.040155224,0.46824529610721066,0.7752787661633074,0.6128765516601653
05-02-2021,Kolkata_Hub,East,299,0.1767675012861073,0.44279811268465646,0,2,3,2021,2,5,4,5,0,1,0.4013882280627235,0.19781326517592548,0.19533305691696426,1.2560273211921325,1.1308613185424912
05-02-2021,Chennai_Hub,South,347,0.23431435396119105,-0.238468293,0,2,3,2021,2,5,4,5,0,1,-0.034288085,0.015539528422988863,0.013391564123466624,1.0456998283670216,0.9409809769490557
05-02-2021,Bengaluru_Hub,South,316,0.21109369410984147,0.5675000195917317,0,2,3,2021,2,5,4,5,0,1,0.4013882280627235,-0.207239483,0.023499424834216492,0.9666293423425442,1.0206273978474818
05-02-2021,Mumbai_Hub,West,344,0.37161912525612767,0.2196959327737613,0,2,3,2021,2,5,4,5,0,1,0.1328900349652645,-0.217365802,0.37222061935508693,0.9492338354171587,1.1892152076632754
06-02-2021,Bengaluru_Hub,South,133,-0.781337116,-0.64437063,0,2,3,2021,2,6,5,5,1,1,0.14302204225196105,-0.7034291,-0.926639482,1.0757466130563234,0.9438470122308388
06-02-2021,Chennai_Hub,South,109,-0.896430821,-0.889503582,0,2,3,2021,2,6,5,5,1,1,0.30006815519575786,-0.774313331,-0.956963064,1.1342587727144366,0.8977465876973754
06-02-2021,Hyderabad_Hub,South,104,-0.914603512,-0.760511444,0,2,3,2021,2,6,5,5,1,1,0.14302204225196105,-0.804692287,-0.840722666,0.5839281899840711,0.29815424806529534
06-02-2021,Kolkata_Hub,East,80,-1.054937065,-0.99621073,0,2,3,2021,2,6,5,5,1,1,0.05689998031504025,-0.667986984,-0.825560875,1.211747849018425,1.1570478608479926
06-02-2021,Mumbai_Hub,West,99,-0.977198334,-0.643842341,0,2,3,2021,2,6,5,5,1,1,0.284870144265713,-0.890765996,-0.911477691,1.105793397745625,1.0967583076359297
06-02-2021,Delhi_Hub,North,101,-0.969121583,-0.988534315,0,2,3,2021,2,6,5,5,1,1,0.5432363300764754,-0.738871215,-0.739644059,0.9571408840196065,0.5716572863067799
07-02-2021,Hyderabad_Hub,South,115,-0.928737826,-1.081363099,0,2,3,2021,2,7,6,5,1,1,-0.93097073,-0.814818606,-0.719428337,0.5443929469718325,0.3733738176025793
07-02-2021,Mumbai_Hub,West,127,-0.840903157,-0.890414409,0,2,3,2021,2,7,6,5,1,1,-0.956300748,-0.840134402,-0.75985978,1.0852350713792602,1.136660715105464
07-02-2021,Delhi_Hub,North,131,-0.788404273,-0.683758921,0,2,3,2021,2,7,6,5,1,1,-0.946168741,-0.880639677,-0.769967641,0.892303085479535,0.6986169814815005
07-02-2021,Kolkata_Hub,East,152,-0.67633935,-0.242094168,0,2,3,2021,2,7,6,5,1,1,-1.052554818,-0.890765996,-0.744697989,1.091560710261219,1.376020210155423
07-02-2021,Chennai_Hub,South,138,-0.742972548,-0.321843558,0,2,3,2021,2,7,6,5,1,1,-0.905640712,-0.678113303,-0.714374407,1.0931421199817082,0.9768589053500398
