Date,Hub,OrderCount
2021-02-03,Bengaluru_Hub,309
2021-02-03,Chennai_Hub,417
2021-02-04,Chennai_Hub,281
2021-02-04,Bengaluru_Hub,367
2021-02-04,Hyderabad_Hub,315
2021-02-04,Delhi_Hub,333
2021-02-04,Kolkata_Hub,367
2021-02-04,Mumbai_Hub,314
2021-02-05,Hyderabad_Hub,316
2021-02-05,Delhi_Hub,395
2021-02-05,Kolkata_Hub,299
2021-02-05,Chennai_Hub,347
2021-02-05,Bengaluru_Hub,316
2021-02-05,Mumbai_Hub,344
2021-02-06,Bengaluru_Hub,133
2021-02-06,Chennai_Hub,109
2021-02-06,Hyderabad_Hub,104
2021-02-06,Kolkata_Hub,80
2021-02-06,Mumbai_Hub,99
2021-02-06,Delhi_Hub,101
2021-02-07,Hyderabad_Hub,115
2021-02-07,Mumbai_Hub,127
2021-02-07,Delhi_Hub,131
2021-02-07,Kolkata_Hub,152
2021-02-07,Chennai_Hub,138
2021-02-07,Bengaluru_Hub,140
2021-02-08,Delhi_Hub,675
2021-02-08,Kolkata_Hub,624
2021-02-08,Hyderabad_Hub,764
2021-02-08,Mumbai_Hub,692
2021-02-08,Chennai_Hub,630
2021-02-08,Bengaluru_Hub,600
2021-02-09,Mumbai_Hub,725
2021-02-09,Hyderabad_Hub,506
2021-02-09,Chennai_Hub,593
2021-02-09,Delhi_Hub,677
2021-02-09,Bengaluru_Hub,557
2021-02-09,Kolkata_Hub,534
2021-02-10,Hyderabad_Hub,308
2021-02-10,Chennai_Hub,257
2021-02-10,Bengaluru_Hub,301
2021-02-10,Kolkata_Hub,349
2021-02-10,Delhi_Hub,296
2021-02-10,Mumbai_Hub,309
2021-02-11,Delhi_Hub,263
2021-02-11,Mumbai_Hub,360
2021-02-11,Chennai_Hub,314
2021-02-11,Hyderabad_Hub,273
2021-02-11,Kolkata_Hub,301
2021-02-11,Bengaluru_Hub,364
2021-02-12,Delhi_Hub,342
2021-02-12,Kolkata_Hub,302
2021-02-12,Chennai_Hub,288
2021-02-12,Mumbai_Hub,262
2021-02-12,Hyderabad_Hub,318
2021-02-12,Bengaluru_Hub,314
2021-02-13,Chennai_Hub,129
2021-02-13,Bengaluru_Hub,125
2021-02-13,Kolkata_Hub,103
2021-02-13,Mumbai_Hub,143
2021-02-13,Delhi_Hub,112
2021-02-13,Hyderabad_Hub,143
2021-02-14,Bengaluru_Hub,143
2021-02-14,Mumbai_Hub,121
2021-02-14,Delhi_Hub,116
2021-02-14,Chennai_Hub,129
2021-02-14,Kolkata_Hub,146
2021-02-14,Hyderabad_Hub,139
2021-02-15,Hyderabad_Hub,634
2021-02-15,Delhi_Hub,659
2021-02-15,Kolkata_Hub,675
2021-02-15,Bengaluru_Hub,651
2021-02-15,Mumbai_Hub,676
2021-02-15,Chennai_Hub,615
2021-02-16,Bengaluru_Hub,541
2021-02-16,Delhi_Hub,604
2021-02-16,Hyderabad_Hub,675
2021-02-16,Mumbai_Hub,578
2021-02-16,Kolkata_Hub,879
2021-02-16,Chennai_Hub,602
2021-02-17,Mumbai_Hub,295
2021-02-17,Bengaluru_Hub,344
2021-02-17,Chennai_Hub,317
2021-02-17,Kolkata_Hub,285
2021-02-17,Hyderabad_Hub,424
2021-02-17,Delhi_Hub,296
2021-02-18,Bengaluru_Hub,287
2021-02-18,Hyderabad_Hub,318
2021-02-18,Mumbai_Hub,330
2021-02-18,Kolkata_Hub,364
2021-02-18,Delhi_Hub,354
2021-02-18,Chennai_Hub,309
2021-02-19,Hyderabad_Hub,366
2021-02-19,Mumbai_Hub,373
2021-02-19,Delhi_Hub,272
2021-02-19,Kolkata_Hub,329
2021-02-19,Chennai_Hub,271
2021-02-19,Bengaluru_Hub,343
2021-02-20,Delhi_Hub,132
2021-02-20,Kolkata_Hub,134
2021-02-20,Chennai_Hub,108
2021-02-20,Mumbai_Hub,100
2021-02-20,Bengaluru_Hub,92
2021-02-20,Hyderabad_Hub,129
2021-02-21,Kolkata_Hub,126
2021-02-21,Chennai_Hub,128
2021-02-21,Mumbai_Hub,129
2021-02-21,Hyderabad_Hub,105
2021-02-21,Delhi_Hub,118
2021-02-21,Bengaluru_Hub,114
2021-02-22,Hyderabad_Hub,638
2021-02-22,Mumbai_Hub,569
2021-02-22,Kolkata_Hub,620
2021-02-22,Bengaluru_Hub,431
2021-02-22,Chennai_Hub,467
2021-02-22,Delhi_Hub,498
2021-02-23,Bengaluru_Hub,520
2021-02-23,Chennai_Hub,526
2021-02-23,Delhi_Hub,689
2021-02-23,Mumbai_Hub,623
2021-02-23,Kolkata_Hub,511
2021-02-23,Hyderabad_Hub,428
2021-02-24,Bengaluru_Hub,338
2021-02-24,Hyderabad_Hub,290
2021-02-24,Delhi_Hub,235
2021-02-24,Kolkata_Hub,317
2021-02-24,Mumbai_Hub,305
2021-02-24,Chennai_Hub,228
2021-02-25,Hyderabad_Hub,296
2021-02-25,Chennai_Hub,258
2021-02-25,Delhi_Hub,350
2021-02-25,Kolkata_Hub,292
2021-02-25,Bengaluru_Hub,308
2021-02-25,Mumbai_Hub,367
2021-02-26,Delhi_Hub,352
2021-02-26,Chennai_Hub,302
2021-02-26,Kolkata_Hub,311
2021-02-26,Mumbai_Hub,361
2021-02-26,Bengaluru_Hub,363
2021-02-26,Hyderabad_Hub,393
2021-02-27,Hyderabad_Hub,115
2021-02-27,Bengaluru_Hub,146
2021-02-27,Chennai_Hub,130
2021-02-27,Delhi_Hub,125
2021-02-27,Kolkata_Hub,99
2021-02-27,Mumbai_Hub,155
2021-02-28,Mumbai_Hub,128
2021-02-28,Chennai_Hub,140
2021-02-28,Hyderabad_Hub,118
2021-02-28,Delhi_Hub,147
2021-02-28,Kolkata_Hub,125
2021-02-28,Bengaluru_Hub,120
2021-03-01,Delhi_Hub,442
2021-03-01,Chennai_Hub,401
2021-03-01,Bengaluru_Hub,414
2021-03-01,Mumbai_Hub,421
2021-03-01,Kolkata_Hub,392
2021-03-01,Hyderabad_Hub,452
2021-03-02,Bengaluru_Hub,418
2021-03-02,Mumbai_Hub,441
2021-03-02,Kolkata_Hub,458
2021-03-02,Hyderabad_Hub,421
2021-03-02,Chennai_Hub,544
2021-03-02,Delhi_Hub,453
2021-03-03,Bengaluru_Hub,166
2021-03-03,Chennai_Hub,150
2021-03-03,Hyderabad_Hub,214
2021-03-03,Mumbai_Hub,197
2021-03-03,Delhi_Hub,213
2021-03-03,Kolkata_Hub,198
2021-03-04,Hyderabad_Hub,179
2021-03-04,Mumbai_Hub,181
2021-03-04,Kolkata_Hub,215
2021-03-04,Delhi_Hub,205
2021-03-04,Bengaluru_Hub,168
2021-03-04,Chennai_Hub,206
2021-03-05,Delhi_Hub,165
2021-03-05,Hyderabad_Hub,199
2021-03-05,Kolkata_Hub,235
2021-03-05,Mumbai_Hub,182
2021-03-05,Chennai_Hub,193
2021-03-05,Bengaluru_Hub,200
2021-03-06,Mumbai_Hub,76
2021-03-06,Chennai_Hub,84
2021-03-06,Hyderabad_Hub,82
2021-03-06,Kolkata_Hub,93
2021-03-06,Bengaluru_Hub,102
2021-03-06,Delhi_Hub,78
2021-03-07,Delhi_Hub,83
2021-03-07,Kolkata_Hub,90
2021-03-07,Chennai_Hub,73
2021-03-07,Mumbai_Hub,78
2021-03-07,Bengaluru_Hub,61
2021-03-07,Hyderabad_Hub,55
2021-03-08,Hyderabad_Hub,509
2021-03-08,Delhi_Hub,393
2021-03-08,Kolkata_Hub,325
2021-03-08,Chennai_Hub,474
2021-03-08,Mumbai_Hub,428
2021-03-08,Bengaluru_Hub,417
2021-03-09,Kolkata_Hub,403
2021-03-09,Delhi_Hub,549
2021-03-09,Chennai_Hub,365
2021-03-09,Hyderabad_Hub,459
2021-03-09,Mumbai_Hub,442
2021-03-09,Bengaluru_Hub,389
2021-03-10,Chennai_Hub,197
2021-03-10,Hyderabad_Hub,212
2021-03-10,Bengaluru_Hub,264
2021-03-10,Delhi_Hub,264
2021-03-10,Mumbai_Hub,181
2021-03-10,Kolkata_Hub,246
2021-03-11,Bengaluru_Hub,157
2021-03-11,Mumbai_Hub,213
2021-03-11,Chennai_Hub,196
2021-03-11,Hyderabad_Hub,164
2021-03-11,Kolkata_Hub,177
2021-03-11,Delhi_Hub,265
2021-03-12,Delhi_Hub,215
2021-03-12,Bengaluru_Hub,203
2021-03-12,Kolkata_Hub,226
2021-03-12,Chennai_Hub,204
2021-03-12,Hyderabad_Hub,143
2021-03-12,Mumbai_Hub,186
2021-03-13,Kolkata_Hub,83
2021-03-13,Mumbai_Hub,69
2021-03-13,Hyderabad_Hub,79
2021-03-13,Bengaluru_Hub,88
2021-03-13,Chennai_Hub,101
2021-03-13,Delhi_Hub,86
2021-03-14,Mumbai_Hub,61
2021-03-14,Kolkata_Hub,107
2021-03-14,Chennai_Hub,66
2021-03-14,Hyderabad_Hub,71
2021-03-14,Delhi_Hub,73
2021-03-14,Bengaluru_Hub,71
2021-03-15,Delhi_Hub,459
2021-03-15,Chennai_Hub,443
2021-03-15,Mumbai_Hub,439
2021-03-15,Hyderabad_Hub,521
2021-03-15,Kolkata_Hub,393
2021-03-15,Bengaluru_Hub,309
2021-03-16,Chennai_Hub,370
2021-03-16,Mumbai_Hub,388
2021-03-16,Hyderabad_Hub,366
2021-03-16,Bengaluru_Hub,351
2021-03-16,Kolkata_Hub,409
2021-03-16,Delhi_Hub,336
2021-03-17,Kolkata_Hub,222
2021-03-17,Hyderabad_Hub,185
2021-03-17,Mumbai_Hub,192
2021-03-17,Delhi_Hub,126
2021-03-17,Bengaluru_Hub,143
2021-03-17,Chennai_Hub,216
2021-03-18,Chennai_Hub,170
2021-03-18,Kolkata_Hub,179
2021-03-18,Hyderabad_Hub,215
2021-03-18,Mumbai_Hub,246
2021-03-18,Delhi_Hub,187
2021-03-18,Bengaluru_Hub,253
2021-03-19,Chennai_Hub,213
2021-03-19,Delhi_Hub,193
2021-03-19,Kolkata_Hub,183
2021-03-19,Bengaluru_Hub,195
2021-03-19,Mumbai_Hub,195
2021-03-19,Hyderabad_Hub,270
2021-03-20,Hyderabad_Hub,63
2021-03-20,Chennai_Hub,66
2021-03-20,Mumbai_Hub,71
2021-03-20,Kolkata_Hub,66
2021-03-20,Bengaluru_Hub,77
2021-03-20,Delhi_Hub,78
2021-03-21,Kolkata_Hub,81
2021-03-21,Bengaluru_Hub,69
2021-03-21,Delhi_Hub,86
2021-03-21,Hyderabad_Hub,89
2021-03-21,Mumbai_Hub,105
2021-03-21,Chennai_Hub,70
2021-03-22,Kolkata_Hub,294
2021-03-22,Hyderabad_Hub,387
2021-03-22,Mumbai_Hub,349
2021-03-22,Bengaluru_Hub,366
2021-03-22,Chennai_Hub,335
2021-03-22,Delhi_Hub,369
2021-03-23,Chennai_Hub,391
2021-03-23,Mumbai_Hub,509
2021-03-23,Kolkata_Hub,385
2021-03-23,Bengaluru_Hub,435
2021-03-23,Hyderabad_Hub,386
2021-03-23,Delhi_Hub,311
2021-03-24,Hyderabad_Hub,258
2021-03-24,Mumbai_Hub,171
2021-03-24,Delhi_Hub,240
2021-03-24,Bengaluru_Hub,233
2021-03-24,Kolkata_Hub,223
2021-03-24,Chennai_Hub,182
2021-03-25,Bengaluru_Hub,235
2021-03-25,Chennai_Hub,178
2021-03-25,Delhi_Hub,211
2021-03-25,Mumbai_Hub,191
2021-03-25,Hyderabad_Hub,235
2021-03-25,Kolkata_Hub,206
2021-03-26,Hyderabad_Hub,204
2021-03-26,Mumbai_Hub,208
2021-03-26,Chennai_Hub,158
2021-03-26,Kolkata_Hub,242
2021-03-26,Bengaluru_Hub,218
2021-03-26,Delhi_Hub,188
2021-03-27,Bengaluru_Hub,88
2021-03-27,Hyderabad_Hub,77
2021-03-27,Kolkata_Hub,83
2021-03-27,Chennai_Hub,92
2021-03-27,Mumbai_Hub,88
2021-03-27,Delhi_Hub,100
2021-03-28,Chennai_Hub,95
2021-03-28,Bengaluru_Hub,83
2021-03-28,Delhi_Hub,99
2021-03-28,Kolkata_Hub,80
2021-03-28,Hyderabad_Hub,85
2021-03-28,Mumbai_Hub,71
2021-03-29,Chennai_Hub,421
2021-03-29,Hyderabad_Hub,310
2021-03-29,Delhi_Hub,460
2021-03-29,Kolkata_Hub,482
2021-03-29,Bengaluru_Hub,369
2021-03-29,Mumbai_Hub,329
2021-03-30,Delhi_Hub,304
2021-03-30,Bengaluru_Hub,424
2021-03-30,Kolkata_Hub,412
2021-03-30,Mumbai_Hub,464
2021-03-30,Chennai_Hub,282
2021-03-30,Hyderabad_Hub,490
2021-03-31,Bengaluru_Hub,216
2021-03-31,Mumbai_Hub,191
2021-03-31,Chennai_Hub,194
2021-03-31,Kolkata_Hub,195
2021-03-31,Hyderabad_Hub,172
2021-03-31,Delhi_Hub,261
2021-04-01,Bengaluru_Hub,170
2021-04-01,Delhi_Hub,174
2021-04-01,Chennai_Hub,194
2021-04-01,Hyderabad_Hub,161
2021-04-01,Kolkata_Hub,247
2021-04-01,Mumbai_Hub,163
2021-04-02,Bengaluru_Hub,196
2021-04-02,Kolkata_Hub,194
2021-04-02,Mumbai_Hub,189
2021-04-02,Delhi_Hub,204
2021-04-02,Hyderabad_Hub,178
2021-04-02,Chennai_Hub,234
2021-04-03,Bengaluru_Hub,95
2021-04-03,Delhi_Hub,85
2021-04-03,Kolkata_Hub,101
2021-04-03,Mumbai_Hub,60
2021-04-03,Chennai_Hub,77
2021-04-03,Hyderabad_Hub,80
2021-04-04,Mumbai_Hub,89
2021-04-04,Delhi_Hub,89
2021-04-04,Hyderabad_Hub,68
2021-04-04,Kolkata_Hub,65
2021-04-04,Bengaluru_Hub,55
2021-04-04,Chennai_Hub,65
2021-04-05,Kolkata_Hub,392
2021-04-05,Delhi_Hub,496
2021-04-05,Mumbai_Hub,495
2021-04-05,Bengaluru_Hub,393
2021-04-05,Chennai_Hub,389
2021-04-05,Hyderabad_Hub,468
2021-04-06,Kolkata_Hub,382
2021-04-06,Hyderabad_Hub,326
2021-04-06,Chennai_Hub,419
2021-04-06,Mumbai_Hub,386
2021-04-06,Delhi_Hub,371
2021-04-06,Bengaluru_Hub,362
2021-04-07,Bengaluru_Hub,208
2021-04-07,Kolkata_Hub,248
2021-04-07,Hyderabad_Hub,160
2021-04-07,Mumbai_Hub,191
2021-04-07,Chennai_Hub,223
2021-04-07,Delhi_Hub,192
2021-04-08,Chennai_Hub,225
2021-04-08,Kolkata_Hub,183
2021-04-08,Mumbai_Hub,245
2021-04-08,Bengaluru_Hub,194
2021-04-08,Hyderabad_Hub,220
2021-04-08,Delhi_Hub,220
2021-04-09,Delhi_Hub,182
2021-04-09,Mumbai_Hub,220
2021-04-09,Kolkata_Hub,196
2021-04-09,Chennai_Hub,155
2021-04-09,Bengaluru_Hub,224
2021-04-09,Hyderabad_Hub,202
2021-04-10,Mumbai_Hub,73
2021-04-10,Kolkata_Hub,69
2021-04-10,Bengaluru_Hub,84
2021-04-10,Delhi_Hub,91
2021-04-10,Hyderabad_Hub,78
2021-04-10,Chennai_Hub,68
2021-04-11,Chennai_Hub,104
2021-04-11,Hyderabad_Hub,84
2021-04-11,Kolkata_Hub,62
2021-04-11,Mumbai_Hub,87
2021-04-11,Delhi_Hub,86
2021-04-11,Bengaluru_Hub,97
2021-04-12,Kolkata_Hub,366
2021-04-12,Bengaluru_Hub,406
2021-04-12,Hyderabad_Hub,448
2021-04-12,Chennai_Hub,623
2021-04-12,Delhi_Hub,499
2021-04-12,Mumbai_Hub,493
2021-04-13,Kolkata_Hub,419
2021-04-13,Delhi_Hub,539
2021-04-13,Hyderabad_Hub,388
2021-04-13,Chennai_Hub,323
2021-04-13,Bengaluru_Hub,265
2021-04-13,Mumbai_Hub,386
2021-04-14,Hyderabad_Hub,165
2021-04-14,Kolkata_Hub,254
2021-04-14,Bengaluru_Hub,228
2021-04-14,Mumbai_Hub,199
2021-04-14,Chennai_Hub,277
2021-04-14,Delhi_Hub,185
2021-04-15,Kolkata_Hub,143
2021-04-15,Mumbai_Hub,225
2021-04-15,Hyderabad_Hub,202
2021-04-15,Chennai_Hub,186
2021-04-15,Bengaluru_Hub,224
2021-04-15,Delhi_Hub,244
2021-04-16,Kolkata_Hub,199
2021-04-16,Delhi_Hub,182
2021-04-16,Mumbai_Hub,268
2021-04-16,Chennai_Hub,201
2021-04-16,Hyderabad_Hub,200
2021-04-16,Bengaluru_Hub,203
2021-04-17,Hyderabad_Hub,81
2021-04-17,Delhi_Hub,77
2021-04-17,Chennai_Hub,56
2021-04-17,Kolkata_Hub,78
2021-04-17,Mumbai_Hub,73
2021-04-17,Bengaluru_Hub,79
2021-04-18,Chennai_Hub,63
2021-04-18,Delhi_Hub,89
2021-04-18,Mumbai_Hub,73
2021-04-18,Kolkata_Hub,63
2021-04-18,Hyderabad_Hub,52
2021-04-18,Bengaluru_Hub,93
2021-04-19,Bengaluru_Hub,434
2021-04-19,Chennai_Hub,404
2021-04-19,Kolkata_Hub,312
2021-04-19,Delhi_Hub,448
2021-04-19,Mumbai_Hub,420
2021-04-19,Hyderabad_Hub,492
2021-04-20,Mumbai_Hub,377
2021-04-20,Chennai_Hub,407
2021-04-20,Kolkata_Hub,381
2021-04-20,Hyderabad_Hub,366
2021-04-20,Bengaluru_Hub,457
2021-04-20,Delhi_Hub,426
2021-04-21,Mumbai_Hub,242
2021-04-21,Kolkata_Hub,216
2021-04-21,Delhi_Hub,222
2021-04-21,Hyderabad_Hub,221
2021-04-21,Chennai_Hub,221
2021-04-21,Bengaluru_Hub,248
2021-04-22,Bengaluru_Hub,233
2021-04-22,Hyderabad_Hub,239
2021-04-22,Kolkata_Hub,212
2021-04-22,Mumbai_Hub,181
2021-04-22,Delhi_Hub,188
2021-04-22,Chennai_Hub,192
2021-04-23,Hyderabad_Hub,231
2021-04-23,Mumbai_Hub,186
2021-04-23,Kolkata_Hub,216
2021-04-23,Delhi_Hub,175
2021-04-23,Chennai_Hub,177
2021-04-23,Bengaluru_Hub,208
2021-04-24,Hyderabad_Hub,77
2021-04-24,Kolkata_Hub,83
2021-04-24,Delhi_Hub,76
2021-04-24,Chennai_Hub,59
2021-04-24,Mumbai_Hub,77
2021-04-24,Bengaluru_Hub,80
2021-04-25,Bengaluru_Hub,80
2021-04-25,Hyderabad_Hub,82
2021-04-25,Chennai_Hub,88
2021-04-25,Kolkata_Hub,104
2021-04-25,Delhi_Hub,89
2021-04-25,Mumbai_Hub,82
2021-04-26,Bengaluru_Hub,533
2021-04-26,Delhi_Hub,541
2021-04-26,Chennai_Hub,500
2021-04-26,Kolkata_Hub,405
2021-04-26,Mumbai_Hub,437
2021-04-26,Hyderabad_Hub,407
2021-04-27,Kolkata_Hub,376
2021-04-27,Bengaluru_Hub,535
2021-04-27,Hyderabad_Hub,424
2021-04-27,Mumbai_Hub,412
2021-04-27,Chennai_Hub,324
2021-04-27,Delhi_Hub,520
2021-04-28,Mumbai_Hub,158
2021-04-28,Chennai_Hub,250
2021-04-28,Kolkata_Hub,214
2021-04-28,Delhi_Hub,191
2021-04-28,Hyderabad_Hub,152
2021-04-28,Bengaluru_Hub,255
2021-04-29,Hyderabad_Hub,185
2021-04-29,Delhi_Hub,186
2021-04-29,Bengaluru_Hub,180
2021-04-29,Chennai_Hub,197
2021-04-29,Mumbai_Hub,262
2021-04-29,Kolkata_Hub,219
2021-04-30,Delhi_Hub,203
2021-04-30,Hyderabad_Hub,156
2021-04-30,Bengaluru_Hub,137
2021-04-30,Kolkata_Hub,154
2021-04-30,Chennai_Hub,167
2021-04-30,Mumbai_Hub,157
2021-05-01,Chennai_Hub,50
2021-05-01,Hyderabad_Hub,67
2021-05-01,Delhi_Hub,54
2021-05-01,Kolkata_Hub,56
2021-05-01,Bengaluru_Hub,61
2021-05-01,Mumbai_Hub,50
2021-05-02,Hyderabad_Hub,61
2021-05-02,Delhi_Hub,49
2021-05-02,Kolkata_Hub,50
2021-05-02,Bengaluru_Hub,57
2021-05-02,Chennai_Hub,66
2021-05-02,Mumbai_Hub,49
2021-05-03,Kolkata_Hub,299
2021-05-03,Hyderabad_Hub,225
2021-05-03,Bengaluru_Hub,304
2021-05-03,Chennai_Hub,224
2021-05-03,Mumbai_Hub,289
2021-05-03,Delhi_Hub,308
2021-05-04,Bengaluru_Hub,328
2021-05-04,Hyderabad_Hub,283
2021-05-04,Chennai_Hub,256
2021-05-04,Mumbai_Hub,246
2021-05-04,Kolkata_Hub,299
2021-05-04,Delhi_Hub,296
2021-05-05,Delhi_Hub,167
2021-05-05,Hyderabad_Hub,158
2021-05-05,Bengaluru_Hub,140
2021-05-05,Kolkata_Hub,174
2021-05-05,Mumbai_Hub,167
2021-05-05,Chennai_Hub,163
2021-05-06,Bengaluru_Hub,132
2021-05-06,Mumbai_Hub,156
2021-05-06,Hyderabad_Hub,139
2021-05-06,Delhi_Hub,120
2021-05-06,Kolkata_Hub,140
2021-05-06,Chennai_Hub,143
2021-05-07,Hyderabad_Hub,138
2021-05-07,Mumbai_Hub,133
2021-05-07,Kolkata_Hub,146
2021-05-07,Delhi_Hub,144
2021-05-07,Chennai_Hub,120
2021-05-07,Bengaluru_Hub,113
2021-05-08,Hyderabad_Hub,67
2021-05-08,Mumbai_Hub,59
2021-05-08,Chennai_Hub,53
2021-05-08,Kolkata_Hub,48
2021-05-08,Delhi_Hub,68
2021-05-08,Bengaluru_Hub,52
2021-05-09,Kolkata_Hub,56
2021-05-09,Hyderabad_Hub,68
2021-05-09,Delhi_Hub,42
2021-05-09,Bengaluru_Hub,57
2021-05-09,Chennai_Hub,50
2021-05-09,Mumbai_Hub,53
2021-05-10,Kolkata_Hub,322
2021-05-10,Hyderabad_Hub,300
2021-05-10,Chennai_Hub,250
2021-05-10,Delhi_Hub,359
2021-05-10,Mumbai_Hub,341
2021-05-10,Bengaluru_Hub,264
2021-05-11,Delhi_Hub,291
2021-05-11,Chennai_Hub,318
2021-05-11,Hyderabad_Hub,254
2021-05-11,Kolkata_Hub,323
2021-05-11,Mumbai_Hub,247
2021-05-11,Bengaluru_Hub,235
2021-05-12,Chennai_Hub,159
2021-05-12,Delhi_Hub,133
2021-05-12,Mumbai_Hub,180
2021-05-12,Hyderabad_Hub,168
2021-05-12,Kolkata_Hub,138
2021-05-12,Bengaluru_Hub,183
2021-05-13,Mumbai_Hub,169
2021-05-13,Delhi_Hub,125
2021-05-13,Hyderabad_Hub,139
2021-05-13,Chennai_Hub,152
2021-05-13,Kolkata_Hub,145
2021-05-13,Bengaluru_Hub,121
2021-05-14,Hyderabad_Hub,130
2021-05-14,Bengaluru_Hub,132
2021-05-14,Delhi_Hub,115
2021-05-14,Chennai_Hub,111
2021-05-14,Kolkata_Hub,132
2021-05-14,Mumbai_Hub,156
2021-05-15,Hyderabad_Hub,49
2021-05-15,Bengaluru_Hub,56
2021-05-15,Chennai_Hub,41
2021-05-15,Delhi_Hub,62
2021-05-15,Mumbai_Hub,48
2021-05-15,Kolkata_Hub,50
2021-05-16,Delhi_Hub,53
2021-05-16,Mumbai_Hub,56
2021-05-16,Hyderabad_Hub,47
2021-05-16,Kolkata_Hub,49
2021-05-16,Chennai_Hub,52
2021-05-16,Bengaluru_Hub,58
2021-05-17,Chennai_Hub,219
2021-05-17,Delhi_Hub,243
2021-05-17,Mumbai_Hub,245
2021-05-17,Hyderabad_Hub,250
2021-05-17,Bengaluru_Hub,228
2021-05-17,Kolkata_Hub,308
2021-05-18,Bengaluru_Hub,324
2021-05-18,Chennai_Hub,366
2021-05-18,Kolkata_Hub,320
